JobTitle,Gender,Age,PerfEval,Education,Dept,Seniority,BasePay,Bonus
Financial Analyst,Male,26,4,College,Operations,4,104435,7802
Financial Analyst,Male,35,4,College,Administration,4,90307,7663
Financial Analyst,Male,39,1,College,Engineering,4,99643,3789
Financial Analyst,Female,46,4,College,Administration,4,116758,7744
Financial Analyst,Female,48,1,College,Administration,4,114031,4510
Financial Analyst,Male,58,4,College,Management,4,120154,6751
Financial Analyst,Male,58,4,College,Operations,4,126269,6490
Financial Analyst,Female,23,2,College,Administration,5,101534,6861
Financial Analyst,Male,38,4,College,Management,5,114421,7444
Financial Analyst,Female,42,5,College,Engineering,5,113640,8762
Financial Analyst,Female,43,3,College,Sales,5,116069,6432
Financial Analyst,Female,48,1,College,Engineering,5,119058,4037
Graphic Designer,Female,18,2,College,Administration,1,41603,6092
Graphic Designer,Female,40,3,College,Operations,1,55845,6616
Graphic Designer,Female,52,5,College,Administration,1,66529,7067
Graphic Designer,Female,18,5,College,Operations,2,42363,9938
Graphic Designer,Female,22,3,College,Operations,2,56954,7550
Graphic Designer,Male,24,3,College,Engineering,2,59399,6692
Graphic Designer,Female,26,5,College,Engineering,2,71182,10015
Graphic Designer,Male,30,1,College,Operations,2,36642,4388
Graphic Designer,Female,31,4,College,Engineering,2,81826,8375
Graphic Designer,Male,55,4,College,Sales,2,75833,6942
Graphic Designer,Female,63,1,College,Administration,2,81545,3418
Graphic Designer,Female,44,1,College,Sales,3,90474,3530
Graphic Designer,Female,51,5,College,Operations,3,108241,8602
Graphic Designer,Female,55,2,College,Administration,3,111502,4413
Graphic Designer,Female,20,5,College,Sales,4,67585,10541
Graphic Designer,Female,34,1,College,Management,4,99942,5352
Graphic Designer,Female,37,4,College,Engineering,4,89411,9522
Graphic Designer,Female,48,4,College,Administration,4,103133,7793
Graphic Designer,Male,49,5,College,Management,4,106887,8347
Graphic Designer,Female,59,2,College,Engineering,4,115344,4827
Graphic Designer,Female,63,2,College,Operations,4,106204,4534
Graphic Designer,Male,65,4,College,Management,4,123371,6931
Graphic Designer,Male,27,4,College,Sales,5,114680,8472
Graphic Designer,Male,47,3,College,Administration,5,106893,7958
Graphic Designer,Female,55,3,College,Sales,5,118762,6545
Graphic Designer,Female,63,3,College,Management,5,127608,6558
IT,Male,31,1,College,Operations,1,49449,4149
IT,Female,34,5,College,Operations,1,54245,8245
IT,Male,43,3,College,Management,1,67323,4680
IT,Female,49,4,College,Engineering,1,75811,5520
IT,Female,26,5,College,Administration,2,53956,9454
IT,Female,42,5,College,Operations,2,83499,8950
IT,Female,45,4,College,Operations,2,70846,7404
IT,Female,62,4,College,Operations,2,99369,6746
IT,Male,19,4,College,Engineering,3,78113,9335
IT,Female,26,2,College,Sales,3,81325,5647
IT,Male,33,3,College,Management,3,88749,7433
IT,Male,40,3,College,Administration,3,77881,5569
IT,Female,49,5,College,Management,3,108495,8668
IT,Male,50,1,College,Operations,3,85648,2728
IT,Male,55,5,College,Sales,3,104361,7813
IT,Female,59,1,College,Sales,3,110627,2041
IT,Female,62,4,College,Management,3,111120,6536
IT,Male,19,5,College,Administration,4,78986,9023
IT,Female,33,5,College,Management,4,84638,9409
IT,Male,34,3,College,Sales,4,91066,6257
IT,Male,35,1,College,Management,4,98423,3879
IT,Male,43,5,College,Operations,4,98515,9090
IT,Female,62,3,College,Sales,4,126370,6032
IT,Female,38,5,College,Administration,5,112392,10504
IT,Male,40,4,College,Administration,5,109345,7791
IT,Male,52,2,College,Administration,5,93802,5404
IT,Male,55,5,College,Management,5,127769,8802
IT,Male,58,4,College,Management,5,131275,6997
Manager,Male,31,2,College,Operations,1,80259,4791
Manager,Male,48,4,College,Management,1,109346,7730
Manager,Male,53,4,College,Management,1,123114,6946
Manager,Male,60,2,College,Sales,1,131980,3841
Manager,Male,61,2,College,Sales,1,136836,4070
Manager,Male,20,4,College,Sales,2,107140,8199
Manager,Male,21,1,College,Management,2,114621,3927
Manager,Male,22,1,College,Management,2,103156,6277
Manager,Male,28,3,College,Sales,2,105795,6179
Manager,Male,40,2,College,Administration,2,124891,5436
Manager,Male,53,4,College,Sales,2,121506,6122
Manager,Male,59,4,College,Engineering,2,127013,6124
Manager,Male,60,4,College,Sales,2,148178,6777
Manager,Male,23,3,College,Sales,3,110594,6753
Manager,Male,59,3,College,Engineering,3,133910,5795
Manager,Male,60,4,College,Management,3,157644,7213
Manager,Male,42,3,College,Sales,4,125339,6019
Manager,Male,21,2,College,Administration,5,121682,7189
Manager,Male,25,5,College,Engineering,5,131311,11067
Manager,Male,41,1,College,Administration,5,123153,4111
Manager,Male,48,3,College,Management,5,138851,6929
Manager,Male,55,2,College,Management,5,152710,6107
Manager,Male,62,5,College,Administration,5,157410,7840
Marketing Associate,Female,26,2,College,Operations,1,62866,5114
Marketing Associate,Male,27,4,College,Management,1,54817,6519
Marketing Associate,Female,34,4,College,Administration,1,49632,7169
Marketing Associate,Female,46,1,College,Administration,1,54945,2991
Marketing Associate,Female,53,5,College,Administration,1,66438,6935
Marketing Associate,Female,59,1,College,Engineering,1,62738,2656
Marketing Associate,Female,62,4,College,Sales,1,77584,4524
Marketing Associate,Female,20,2,College,Administration,2,38613,6079
Marketing Associate,Female,23,1,College,Sales,2,55885,3795
Marketing Associate,Female,34,1,College,Engineering,2,38855,4503
Marketing Associate,Female,55,2,College,Sales,2,69928,4811
Marketing Associate,Female,26,4,College,Management,3,63695,8897
Marketing Associate,Female,32,2,College,Sales,3,73404,5038
Marketing Associate,Female,41,4,College,Sales,3,73989,8780
Marketing Associate,Female,46,3,College,Management,3,86241,5814
Marketing Associate,Female,57,4,College,Operations,3,79674,6993
Marketing Associate,Female,20,4,College,Sales,4,69254,8609
Marketing Associate,Male,25,3,College,Operations,4,65547,6530
Marketing Associate,Female,45,3,College,Engineering,4,85161,6682
Marketing Associate,Female,49,4,College,Sales,4,102201,7640
Marketing Associate,Female,60,1,College,Management,4,114906,4766
Marketing Associate,Male,21,5,College,Management,5,86886,9424
Marketing Associate,Female,39,5,College,Sales,5,103384,9168
Marketing Associate,Female,42,2,College,Administration,5,88365,4668
Marketing Associate,Female,48,1,College,Operations,5,86563,4415
Marketing Associate,Female,64,4,College,Sales,5,100316,6010
Marketing Associate,Female,64,1,College,Administration,5,107572,3107
Sales Associate,Male,20,3,College,Operations,1,37898,6448
Sales Associate,Female,31,5,College,Management,1,52633,9516
Sales Associate,Female,41,2,College,Sales,1,60983,5022
Sales Associate,Female,61,2,College,Sales,1,96900,4157
Sales Associate,Female,27,2,College,Operations,2,66377,5803
Sales Associate,Male,46,2,College,Management,2,95505,4549
Sales Associate,Female,47,3,College,Engineering,2,84935,6122
Sales Associate,Female,62,5,College,Operations,2,93268,7657
Sales Associate,Male,28,3,College,Management,3,85986,8160
Sales Associate,Male,54,1,College,Administration,3,92468,3242
Sales Associate,Male,55,4,College,Administration,3,112188,6689
Sales Associate,Female,58,1,College,Operations,3,86795,3453
Sales Associate,Male,60,1,College,Operations,3,112604,3366
Sales Associate,Male,62,3,College,Management,3,129620,5608
Sales Associate,Female,19,1,College,Management,4,90426,5020
Sales Associate,Female,33,2,College,Engineering,4,87418,6430
Sales Associate,Female,35,2,College,Management,4,87131,6356
Sales Associate,Female,47,3,College,Administration,4,105410,6363
Sales Associate,Female,21,2,College,Operations,5,85398,7113
Sales Associate,Female,35,5,College,Engineering,5,106524,9941
Software Engineer,Male,22,1,College,Sales,1,67913,4045
Software Engineer,Male,32,2,College,Operations,1,71278,4701
Software Engineer,Male,40,5,College,Management,1,68295,7902
Software Engineer,Male,42,2,College,Management,1,103978,5146
Software Engineer,Male,26,4,College,Administration,2,77309,7957
Software Engineer,Male,51,1,College,Management,2,118282,3599
Software Engineer,Male,63,5,College,Operations,2,124871,7327
Software Engineer,Male,18,5,College,Operations,3,80355,9945
Software Engineer,Male,42,2,College,Administration,3,114029,6842
Software Engineer,Male,56,5,College,Operations,3,107366,7774
Software Engineer,Female,57,1,College,Engineering,3,117131,2324
Software Engineer,Male,30,2,College,Administration,4,83264,6251
Software Engineer,Male,31,1,College,Operations,4,106503,5225
Software Engineer,Male,64,5,College,Sales,4,120593,7573
Software Engineer,Male,21,5,College,Management,5,108476,11128
Software Engineer,Female,28,3,College,Engineering,5,112491,8727
Software Engineer,Male,30,2,College,Administration,5,76654,6696
Software Engineer,Male,32,1,College,Engineering,5,128680,4677
Software Engineer,Male,59,1,College,Sales,5,160460,2930
Warehouse Associate,Male,25,3,College,Administration,1,68384,7443
Warehouse Associate,Male,25,1,College,Operations,1,64994,4310
Warehouse Associate,Male,33,3,College,Administration,1,77655,6581
Warehouse Associate,Male,48,5,College,Sales,1,62097,7075
Warehouse Associate,Female,19,4,College,Sales,2,64844,9042
Warehouse Associate,Female,39,5,College,Engineering,2,77584,9798
Warehouse Associate,Female,41,5,College,Operations,2,82453,9564
Warehouse Associate,Female,47,4,College,Administration,2,94973,7885
Warehouse Associate,Female,47,2,College,Administration,2,87575,4422
Warehouse Associate,Female,59,2,College,Management,2,93441,5499
Warehouse Associate,Male,24,1,College,Engineering,3,71371,5220
Warehouse Associate,Female,36,4,College,Management,3,74938,8234
Warehouse Associate,Male,38,3,College,Management,3,83774,7127
Warehouse Associate,Female,41,3,College,Engineering,3,92080,6897
Warehouse Associate,Female,22,3,College,Sales,4,76865,8145
Warehouse Associate,Male,23,2,College,Management,4,81988,7160
Warehouse Associate,Male,53,1,College,Operations,4,126256,3463
Warehouse Associate,Female,56,1,College,Administration,4,106722,4044
Warehouse Associate,Male,58,5,College,Sales,4,133927,8278
Warehouse Associate,Male,18,2,College,Administration,5,85306,7735
Warehouse Associate,Female,24,5,College,Administration,5,99545,9949
Warehouse Associate,Male,33,1,College,Engineering,5,100465,5520
Warehouse Associate,Female,38,3,College,Administration,5,93306,8265
Warehouse Associate,Female,48,5,College,Management,5,111342,10122
Warehouse Associate,Female,53,5,College,Engineering,5,127085,9687
Data Scientist,Female,20,3,High School,Engineering,1,40056,7632
Data Scientist,Male,29,5,High School,Administration,1,67617,9075
Data Scientist,Male,44,3,High School,Sales,1,83674,4854
Data Scientist,Female,57,4,High School,Management,1,87150,6814
Data Scientist,Male,58,5,High School,Operations,1,86651,7250
Data Scientist,Female,64,2,High School,Sales,1,87314,3688
Data Scientist,Male,18,5,High School,Operations,2,55189,9405
Data Scientist,Male,19,5,High School,Operations,2,58054,9585
Data Scientist,Male,20,1,High School,Operations,2,61589,3990
Data Scientist,Male,22,4,High School,Management,2,50401,8590
Data Scientist,Male,28,3,High School,Management,2,68049,6660
Data Scientist,Female,31,4,High School,Operations,2,55954,7999
Data Scientist,Male,33,2,High School,Engineering,2,53855,4980
Data Scientist,Male,38,5,High School,Sales,2,80937,8335
Data Scientist,Male,53,5,High School,Management,2,102910,8335
Data Scientist,Male,62,3,High School,Operations,2,101284,4993
Data Scientist,Female,22,5,High School,Engineering,3,74523,9972
Data Scientist,Male,23,3,High School,Sales,3,83894,6922
Data Scientist,Male,26,4,High School,Management,3,80494,8449
Data Scientist,Male,29,4,High School,Engineering,3,65907,7668
Data Scientist,Female,29,4,High School,Engineering,3,84021,9111
Data Scientist,Female,33,3,High School,Administration,3,71946,6386
Data Scientist,Female,36,3,High School,Operations,3,76523,7122
Data Scientist,Female,29,3,High School,Management,4,73306,7765
Data Scientist,Female,33,2,High School,Operations,4,78910,5927
Data Scientist,Female,27,1,High School,Administration,5,96584,5293
Data Scientist,Male,41,1,High School,Management,5,117215,4322
Data Scientist,Female,58,1,High School,Sales,5,141005,3384
Data Scientist,Female,63,2,High School,Administration,5,115641,4339
Driver,Female,22,1,High School,Administration,1,60026,4605
Driver,Female,28,4,High School,Management,1,64008,7185
Driver,Male,33,1,High School,Management,1,59493,3955
Driver,Female,52,4,High School,Operations,1,78751,6258
Driver,Female,63,3,High School,Sales,1,104468,4466
Driver,Male,20,2,High School,Sales,2,68175,5698
Driver,Male,21,1,High School,Sales,2,61018,5513
Driver,Female,31,5,High School,Engineering,2,62692,8886
Driver,Male,40,3,High School,Sales,2,88230,5512
Driver,Female,50,3,High School,Engineering,2,86122,6295
Driver,Male,63,4,High School,Sales,2,101716,5881
Driver,Female,34,2,High School,Management,3,67210,5662
Driver,Female,55,2,High School,Engineering,3,103242,4495
Driver,Female,19,1,High School,Operations,4,75919,5613
Driver,Male,31,2,High School,Administration,4,62753,5735
Driver,Male,39,5,High School,Engineering,4,100183,8832
Driver,Male,44,4,High School,Administration,4,83333,7113
Driver,Female,24,4,High School,Administration,5,91049,10375
Driver,Male,35,2,High School,Administration,5,92760,4826
Driver,Female,58,4,High School,Sales,5,130720,7246
Driver,Male,65,1,High School,Operations,5,116803,3431
Financial Analyst,Male,47,2,High School,Management,1,68643,4674
Financial Analyst,Male,48,1,High School,Operations,1,92347,2724
Financial Analyst,Female,53,3,High School,Management,1,93696,5029
Financial Analyst,Male,65,2,High School,Administration,1,97376,2225
Financial Analyst,Female,18,2,High School,Operations,2,66935,6508
Financial Analyst,Male,20,4,High School,Operations,2,65164,7827
Financial Analyst,Female,30,4,High School,Operations,2,40341,7320
Financial Analyst,Male,45,4,High School,Operations,2,75397,6490
Financial Analyst,Male,45,2,High School,Administration,2,85947,3909
Financial Analyst,Female,52,5,High School,Engineering,2,100070,7169
Financial Analyst,Female,65,1,High School,Administration,2,96665,2645
Financial Analyst,Female,20,3,High School,Operations,3,62377,6999
Financial Analyst,Male,56,4,High School,Engineering,3,100769,6453
Financial Analyst,Female,62,1,High School,Operations,3,101515,2251
Financial Analyst,Male,64,5,High School,Operations,3,96777,7736
Financial Analyst,Male,64,3,High School,Administration,3,124151,3392
Financial Analyst,Female,23,1,High School,Management,4,78084,5598
Financial Analyst,Female,24,1,High School,Management,4,80030,5481
Financial Analyst,Female,27,4,High School,Administration,4,87608,7511
Financial Analyst,Male,29,4,High School,Management,4,89559,8338
Financial Analyst,Female,32,1,High School,Administration,4,84047,4683
Financial Analyst,Male,49,5,High School,Engineering,4,102716,8290
Financial Analyst,Male,60,5,High School,Engineering,4,121728,7932
Financial Analyst,Female,30,5,High School,Engineering,5,109369,10052
Financial Analyst,Female,36,4,High School,Administration,5,119931,8400
Financial Analyst,Female,43,5,High School,Sales,5,113180,9089
Financial Analyst,Female,47,5,High School,Sales,5,146190,8961
Graphic Designer,Male,23,4,High School,Operations,1,50601,7351
Graphic Designer,Female,33,1,High School,Sales,1,63914,3521
Graphic Designer,Male,53,5,High School,Operations,2,93073,8188
Graphic Designer,Male,22,2,High School,Sales,3,69734,5383
Graphic Designer,Male,22,2,High School,Sales,3,72422,5697
Graphic Designer,Female,45,1,High School,Management,3,75017,5576
Graphic Designer,Male,54,3,High School,Management,3,100160,5562
Graphic Designer,Male,18,4,High School,Sales,4,75506,9289
Graphic Designer,Female,38,1,High School,Administration,4,111041,3727
Graphic Designer,Female,44,4,High School,Administration,4,100416,7513
Graphic Designer,Male,44,4,High School,Sales,4,102108,8339
Graphic Designer,Male,46,5,High School,Engineering,4,102736,9736
Graphic Designer,Male,46,4,High School,Administration,4,88571,7464
Graphic Designer,Female,49,1,High School,Administration,4,96232,3697
Graphic Designer,Male,53,2,High School,Operations,4,107065,3652
Graphic Designer,Female,65,5,High School,Operations,4,130251,7750
Graphic Designer,Female,33,5,High School,Engineering,5,112976,9836
Graphic Designer,Female,35,2,High School,Engineering,5,97768,7233
Graphic Designer,Female,47,1,High School,Operations,5,108731,4793
Graphic Designer,Female,48,1,High School,Operations,5,113465,3846
IT,Male,18,5,High School,Engineering,1,47036,9130
IT,Female,28,1,High School,Management,1,41151,4296
IT,Female,32,2,High School,Engineering,1,59377,5236
IT,Female,48,3,High School,Management,1,61081,6337
IT,Female,57,2,High School,Administration,1,64807,3887
IT,Female,37,3,High School,Sales,2,56656,5914
IT,Female,38,4,High School,Sales,2,75932,7003
IT,Female,42,3,High School,Engineering,2,70157,6016
IT,Female,53,1,High School,Administration,2,112169,2763
IT,Male,27,1,High School,Management,3,57500,3665
IT,Male,28,4,High School,Operations,3,64958,7910
IT,Female,41,5,High School,Operations,3,100014,8621
IT,Female,46,4,High School,Operations,3,98456,7177
IT,Male,51,1,High School,Engineering,3,89272,2600
IT,Male,57,3,High School,Sales,3,109645,5472
IT,Female,22,5,High School,Sales,4,102120,10215
IT,Male,36,1,High School,Sales,4,109832,3528
IT,Male,39,3,High School,Engineering,4,93335,5243
IT,Female,58,2,High School,Sales,4,124847,3100
IT,Male,28,4,High School,Administration,5,95964,9147
IT,Female,44,1,High School,Sales,5,131411,3084
IT,Female,54,1,High School,Engineering,5,112502,3988
Manager,Male,27,3,High School,Operations,1,83262,6884
Manager,Male,52,1,High School,Management,1,110078,1703
Manager,Male,55,1,High School,Administration,1,120574,2683
Manager,Male,36,1,High School,Operations,2,115742,3661
Manager,Female,42,1,High School,Management,2,119893,3721
Manager,Male,52,5,High School,Operations,2,104526,7253
Manager,Male,52,2,High School,Operations,2,114943,3438
Manager,Female,59,2,High School,Management,2,136215,3603
Manager,Male,60,3,High School,Management,2,111896,5597
Manager,Male,21,4,High School,Engineering,3,103107,9036
Manager,Male,45,5,High School,Engineering,3,123422,8894
Manager,Female,47,1,High School,Management,3,106916,3959
Manager,Female,53,4,High School,Operations,3,129885,7314
Manager,Female,55,1,High School,Administration,3,135638,2824
Manager,Female,28,1,High School,Engineering,4,104329,4962
Manager,Male,32,3,High School,Operations,4,117629,6291
Manager,Male,30,1,High School,Sales,5,138163,3415
Manager,Female,45,2,High School,Management,5,144146,6340
Manager,Female,45,1,High School,Engineering,5,149893,5120
Manager,Male,55,1,High School,Management,5,163208,4095
Marketing Associate,Female,25,1,High School,Sales,1,39741,4981
Marketing Associate,Female,26,1,High School,Management,1,36585,4373
Marketing Associate,Female,27,5,High School,Management,1,44325,8867
Marketing Associate,Female,33,5,High School,Engineering,1,49830,8543
Marketing Associate,Female,44,5,High School,Sales,1,57469,7539
Marketing Associate,Female,50,5,High School,Operations,1,70374,7466
Marketing Associate,Female,55,3,High School,Administration,1,63327,4066
Marketing Associate,Female,58,2,High School,Operations,1,60271,3927
Marketing Associate,Female,61,1,High School,Administration,1,62644,3270
Marketing Associate,Female,18,3,High School,Engineering,2,34208,6620
Marketing Associate,Female,23,1,High School,Sales,2,47739,4829
Marketing Associate,Female,33,5,High School,Operations,2,46903,8130
Marketing Associate,Female,41,3,High School,Administration,2,36972,7058
Marketing Associate,Female,45,2,High School,Management,2,59006,5876
Marketing Associate,Female,49,5,High School,Sales,2,96500,8092
Marketing Associate,Female,51,2,High School,Management,2,79237,4453
Marketing Associate,Female,55,4,High School,Administration,2,72030,5569
Marketing Associate,Female,24,3,High School,Engineering,3,49303,6615
Marketing Associate,Female,26,2,High School,Operations,3,57672,6476
Marketing Associate,Female,31,1,High School,Sales,3,52578,5538
Marketing Associate,Female,44,1,High School,Engineering,3,91300,3680
Marketing Associate,Female,52,3,High School,Sales,3,94763,5668
Marketing Associate,Female,56,2,High School,Sales,3,81661,4965
Marketing Associate,Female,56,2,High School,Engineering,3,88820,4289
Marketing Associate,Female,56,2,High School,Sales,3,95995,4045
Marketing Associate,Female,59,1,High School,Operations,3,98796,3042
Marketing Associate,Female,65,3,High School,Engineering,3,98575,5410
Marketing Associate,Female,27,4,High School,Sales,4,87435,9230
Marketing Associate,Female,48,2,High School,Administration,4,86538,4212
Marketing Associate,Male,49,3,High School,Administration,4,92797,5405
Marketing Associate,Male,26,4,High School,Engineering,5,77793,8700
Marketing Associate,Female,27,4,High School,Administration,5,67530,9311
Marketing Associate,Female,33,1,High School,Management,5,81249,4845
Marketing Associate,Female,34,5,High School,Sales,5,96061,9093
Marketing Associate,Female,34,3,High School,Sales,5,79707,7196
Marketing Associate,Female,36,4,High School,Operations,5,91713,7627
Marketing Associate,Female,38,2,High School,Management,5,71772,5764
Marketing Associate,Female,56,2,High School,Operations,5,107370,4916
Sales Associate,Male,22,5,High School,Administration,1,57783,9306
Sales Associate,Male,24,5,High School,Administration,1,66168,9242
Sales Associate,Male,36,2,High School,Management,1,49553,5784
Sales Associate,Male,45,2,High School,Engineering,1,67296,4780
Sales Associate,Male,51,2,High School,Engineering,1,96023,4148
Sales Associate,Male,56,1,High School,Management,1,88195,2375
Sales Associate,Male,56,1,High School,Operations,1,82164,2611
Sales Associate,Male,63,5,High School,Sales,1,85948,7646
Sales Associate,Female,24,1,High School,Administration,2,66887,5014
Sales Associate,Male,26,2,High School,Sales,2,78625,4073
Sales Associate,Male,51,3,High School,Management,2,98499,6274
Sales Associate,Female,61,2,High School,Sales,2,83308,3653
Sales Associate,Male,23,3,High School,Engineering,3,85928,7229
Sales Associate,Female,29,3,High School,Management,3,64754,7377
Sales Associate,Female,31,3,High School,Operations,3,77275,7089
Sales Associate,Female,33,5,High School,Engineering,3,83034,8841
Sales Associate,Male,40,2,High School,Administration,3,84592,4635
Sales Associate,Female,44,2,High School,Engineering,3,81866,5183
Sales Associate,Male,49,2,High School,Operations,3,91342,4516
Sales Associate,Female,52,1,High School,Sales,3,94154,3964
Sales Associate,Male,60,3,High School,Administration,3,106798,5201
Sales Associate,Male,64,2,High School,Management,3,120579,4687
Sales Associate,Male,18,4,High School,Management,4,80135,9007
Sales Associate,Male,22,1,High School,Sales,4,70595,5234
Sales Associate,Female,30,3,High School,Administration,4,91566,6996
Sales Associate,Female,34,3,High School,Sales,4,108288,7491
Sales Associate,Female,57,2,High School,Management,4,117202,5068
Sales Associate,Male,21,5,High School,Engineering,5,90386,9461
Sales Associate,Female,34,1,High School,Management,5,102745,6303
Sales Associate,Male,58,5,High School,Engineering,5,135013,8972
Software Engineer,Male,18,1,High School,Sales,1,55555,4390
Software Engineer,Female,27,4,High School,Operations,1,65711,7789
Software Engineer,Male,29,5,High School,Management,1,82534,8914
Software Engineer,Male,29,4,High School,Engineering,1,74316,8761
Software Engineer,Male,29,1,High School,Sales,1,86650,3518
Software Engineer,Male,37,1,High School,Sales,1,81547,3510
Software Engineer,Male,45,2,High School,Management,1,81515,5001
Software Engineer,Male,53,4,High School,Operations,1,89225,5751
Software Engineer,Female,57,2,High School,Engineering,1,104623,3791
Software Engineer,Male,65,4,High School,Engineering,1,102597,5937
Software Engineer,Male,21,1,High School,Engineering,2,65313,4685
Software Engineer,Male,26,3,High School,Sales,2,61527,6345
Software Engineer,Male,40,2,High School,Management,2,98281,5646
Software Engineer,Male,64,5,High School,Operations,2,111903,6824
Software Engineer,Male,64,5,High School,Sales,2,118231,7440
Software Engineer,Male,65,3,High School,Sales,2,122624,4165
Software Engineer,Male,31,5,High School,Operations,3,92928,9094
Software Engineer,Male,53,3,High School,Management,3,106146,6618
Software Engineer,Male,58,5,High School,Management,3,120156,7200
Software Engineer,Male,60,1,High School,Administration,3,106045,3079
Software Engineer,Male,62,1,High School,Sales,3,124660,2200
Software Engineer,Male,62,1,High School,Sales,3,132815,3367
Software Engineer,Male,62,1,High School,Management,3,119069,2788
Software Engineer,Male,21,5,High School,Management,4,91674,9780
Software Engineer,Male,25,1,High School,Engineering,4,103181,4566
Software Engineer,Male,25,1,High School,Administration,4,81057,5259
Software Engineer,Male,36,2,High School,Administration,4,87848,5166
Software Engineer,Male,39,4,High School,Sales,4,106896,7918
Software Engineer,Male,59,4,High School,Operations,4,124817,7268
Software Engineer,Male,36,1,High School,Operations,5,109136,4572
Software Engineer,Male,63,4,High School,Administration,5,140445,7905
Software Engineer,Male,65,4,High School,Management,5,157852,6669
Warehouse Associate,Female,19,4,High School,Operations,1,37026,8636
Warehouse Associate,Female,24,3,High School,Management,1,64624,8253
Warehouse Associate,Female,34,4,High School,Sales,1,56172,7739
Warehouse Associate,Female,44,3,High School,Administration,1,79334,6505
Warehouse Associate,Male,19,2,High School,Sales,2,63928,4998
Warehouse Associate,Male,28,5,High School,Engineering,2,59044,9368
Warehouse Associate,Male,31,4,High School,Engineering,2,66407,7522
Warehouse Associate,Male,35,1,High School,Administration,2,74829,4263
Warehouse Associate,Male,38,3,High School,Administration,2,82244,6020
Warehouse Associate,Male,45,4,High School,Operations,2,84930,6914
Warehouse Associate,Female,63,5,High School,Sales,2,106158,7654
Warehouse Associate,Male,65,1,High School,Operations,2,107479,2051
Warehouse Associate,Male,26,3,High School,Sales,3,72945,7279
Warehouse Associate,Male,37,4,High School,Management,3,83025,8105
Warehouse Associate,Female,51,5,High School,Management,3,87684,8645
Warehouse Associate,Female,51,5,High School,Sales,3,106478,8744
Warehouse Associate,Female,57,5,High School,Engineering,3,93470,8578
Warehouse Associate,Male,61,3,High School,Management,3,106233,5792
