JobTitle,Gender,Age,PerfEval,Education,Dept,Seniority,BasePay,Bonus
Software Engineer,Female,36,1,PhD,Management,1,79177,3661
IT,Male,27,1,High School,Management,3,57500,3665
Marketing Associate,Female,44,1,High School,Engineering,3,91300,3680
Data Scientist,Female,64,2,High School,Sales,1,87314,3688
Graphic Designer,Female,49,1,High School,Administration,4,96232,3697
Manager,Male,41,1,Masters,Sales,2,119794,3712
Manager,Female,42,1,High School,Management,2,119893,3721
Graphic Designer,Female,38,1,High School,Administration,4,111041,3727
Financial Analyst,Male,39,2,College,Sales,1,61609,3738
Marketing Associate,Female,53,1,Masters,Operations,1,66028,3745
Data Scientist,Female,57,1,PhD,Operations,2,114141,3746
Financial Analyst,Female,54,2,College,Sales,2,114171,3768
Financial Analyst,Male,39,1,College,Engineering,4,99643,3789
Software Engineer,Female,57,2,High School,Engineering,1,104623,3791
Marketing Associate,Female,23,1,College,Sales,2,55885,3795
Graphic Designer,Male,45,2,Masters,Management,2,101273,3817
Manager,Male,60,2,College,Sales,1,131980,3841
Graphic Designer,Female,48,1,High School,Operations,5,113465,3846
Marketing Associate,Female,40,1,Masters,Engineering,4,100415,3871
Data Scientist,Male,58,1,PhD,Engineering,5,124166,3875
IT,Male,35,1,College,Management,4,98423,3879
IT,Male,50,2,Masters,Management,3,101050,3879
Financial Analyst,Male,50,2,Masters,Operations,3,115613,3881
IT,Female,57,2,High School,Administration,1,64807,3887
Marketing Associate,Female,52,1,PhD,Sales,3,97696,3888
Manager,Female,57,1,Masters,Operations,3,145095,3889
Sales Associate,Female,50,1,Masters,Sales,3,106279,3892
Data Scientist,Male,43,1,PhD,Administration,4,107640,3896
IT,Female,59,1,PhD,Engineering,3,92257,3908
Financial Analyst,Male,45,2,High School,Administration,2,85947,3909
Sales Associate,Male,63,2,Masters,Engineering,3,136209,3910
Manager,Male,21,1,College,Management,2,114621,3927
Marketing Associate,Female,58,2,High School,Operations,1,60271,3927
IT,Female,47,1,PhD,Operations,3,99472,3943
Driver,Male,33,1,High School,Management,1,59493,3955
Graphic Designer,Male,59,1,PhD,Sales,4,135512,3955
Manager,Female,47,1,High School,Management,3,106916,3959
Data Scientist,Female,56,1,College,Engineering,5,125828,3961
Sales Associate,Female,52,1,High School,Sales,3,94154,3964
IT,Female,54,1,High School,Engineering,5,112502,3988
Data Scientist,Male,20,1,High School,Operations,2,61589,3990
Financial Analyst,Female,48,1,College,Engineering,5,119058,4037
Warehouse Associate,Female,56,1,College,Administration,4,106722,4044
Software Engineer,Male,22,1,College,Sales,1,67913,4045
Marketing Associate,Female,56,2,High School,Sales,3,95995,4045
Marketing Associate,Female,55,3,High School,Administration,1,63327,4066
Manager,Male,61,2,College,Sales,1,136836,4070
Sales Associate,Male,26,2,High School,Sales,2,78625,4073
Marketing Associate,Female,44,2,PhD,Management,2,68364,4076
Driver,Female,60,2,PhD,Sales,3,113140,4079
Manager,Male,55,1,High School,Management,5,163208,4095
Manager,Male,37,1,PhD,Administration,3,115604,4098
Software Engineer,Male,36,1,Masters,Operations,1,93855,4099
Manager,Male,41,1,College,Administration,5,123153,4111
Driver,Male,54,3,PhD,Sales,2,118093,4115
Software Engineer,Male,64,2,PhD,Engineering,4,139068,4126
Financial Analyst,Male,43,1,PhD,Sales,4,108719,4143
Sales Associate,Male,51,2,High School,Engineering,1,96023,4148
IT,Male,31,1,College,Operations,1,49449,4149
Data Scientist,Male,40,2,Masters,Management,2,87682,4152
Sales Associate,Female,61,2,College,Sales,1,96900,4157
Manager,Male,48,3,PhD,Operations,1,106056,4161
Software Engineer,Male,65,3,High School,Sales,2,122624,4165
Warehouse Associate,Female,58,1,Masters,Management,4,134109,4184
Data Scientist,Male,26,1,Masters,Operations,3,90526,4191
Driver,Female,61,2,PhD,Engineering,2,107064,4202
Marketing Associate,Female,38,1,PhD,Engineering,2,76726,4204
Marketing Associate,Female,48,2,High School,Administration,4,86538,4212
Sales Associate,Female,65,2,PhD,Sales,5,142505,4214
Marketing Associate,Female,53,1,Masters,Management,4,112489,4237
Marketing Associate,Male,47,2,PhD,Sales,3,93054,4243
Driver,Female,61,2,College,Administration,4,114436,4249
Warehouse Associate,Male,35,1,High School,Administration,2,74829,4263
Software Engineer,Male,60,1,PhD,Administration,4,127250,4263
Driver,Male,59,3,College,Operations,3,120159,4265
Marketing Associate,Female,41,1,PhD,Management,5,108587,4275
Driver,Male,58,2,College,Sales,4,110157,4275
Manager,Male,58,1,PhD,Management,4,179726,4284
Marketing Associate,Female,56,2,High School,Engineering,3,88820,4289
IT,Female,28,1,High School,Management,1,41151,4296
Marketing Associate,Male,51,2,PhD,Sales,1,62600,4300
Driver,Male,55,2,Masters,Operations,3,95898,4309
Warehouse Associate,Male,25,1,College,Operations,1,64994,4310
Data Scientist,Male,41,1,High School,Management,5,117215,4322
Graphic Designer,Female,43,1,PhD,Engineering,1,80635,4322
Data Scientist,Female,63,2,High School,Administration,5,115641,4339
Data Scientist,Male,62,3,PhD,Sales,3,108778,4357
Marketing Associate,Female,26,1,High School,Management,1,36585,4373
Graphic Designer,Male,30,1,College,Operations,2,36642,4388
Software Engineer,Male,18,1,High School,Sales,1,55555,4390
Data Scientist,Female,53,2,Masters,Engineering,2,84764,4409
Graphic Designer,Female,55,2,College,Administration,3,111502,4413
Marketing Associate,Female,48,1,College,Operations,5,86563,4415
Warehouse Associate,Female,47,2,College,Administration,2,87575,4422
Marketing Associate,Female,28,1,Masters,Engineering,5,73685,4439
Marketing Associate,Female,56,2,Masters,Sales,4,99543,4442
IT,Female,27,1,Masters,Administration,2,55560,4449
Marketing Associate,Female,51,2,High School,Management,2,79237,4453
Data Scientist,Male,41,1,College,Operations,5,77839,4458
Driver,Female,63,3,High School,Sales,1,104468,4466
Sales Associate,Male,24,1,PhD,Operations,2,51837,4472
Financial Analyst,Male,55,3,College,Operations,1,84683,4476
Driver,Female,61,2,College,Management,4,108475,4489
Software Engineer,Male,55,2,PhD,Management,3,121910,4494
Driver,Female,55,2,High School,Engineering,3,103242,4495
Marketing Associate,Female,34,1,College,Engineering,2,38855,4503
Financial Analyst,Female,48,1,College,Administration,4,114031,4510
Sales Associate,Male,49,2,High School,Operations,3,91342,4516
Marketing Associate,Female,62,4,College,Sales,1,77584,4524
Graphic Designer,Female,63,2,College,Operations,4,106204,4534
IT,Female,60,3,Masters,Management,2,104589,4536
Driver,Male,55,2,College,Administration,2,103328,4543
Financial Analyst,Female,58,3,PhD,Engineering,1,98512,4548
Sales Associate,Male,46,2,College,Management,2,95505,4549
Software Engineer,Male,25,1,High School,Engineering,4,103181,4566
Software Engineer,Male,36,1,High School,Operations,5,109136,4572
Data Scientist,Male,27,2,College,Engineering,1,57915,4584
IT,Male,59,3,Masters,Sales,2,98995,4596
Driver,Female,22,1,High School,Administration,1,60026,4605
Warehouse Associate,Female,61,1,Masters,Management,3,120277,4617
Warehouse Associate,Male,56,3,Masters,Administration,2,79274,4618
Manager,Male,59,2,PhD,Administration,1,124782,4618
Sales Associate,Female,47,1,PhD,Engineering,4,116642,4621
Manager,Male,56,2,PhD,Administration,4,152081,4621
Data Scientist,Female,40,1,Masters,Management,5,100505,4626
Sales Associate,Male,40,2,High School,Administration,3,84592,4635
Software Engineer,Male,50,3,PhD,Sales,1,119522,4650
Software Engineer,Male,62,2,PhD,Engineering,3,138184,4664
Marketing Associate,Female,42,2,College,Administration,5,88365,4668
Software Engineer,Male,23,1,PhD,Management,2,79462,4673
Financial Analyst,Male,47,2,High School,Management,1,68643,4674
Software Engineer,Male,32,1,College,Engineering,5,128680,4677
IT,Male,43,3,College,Management,1,67323,4680
Financial Analyst,Female,32,1,High School,Administration,4,84047,4683
Software Engineer,Male,21,1,High School,Engineering,2,65313,4685
Sales Associate,Male,64,2,High School,Management,3,120579,4687
Software Engineer,Male,40,2,Masters,Sales,1,120096,4690
Sales Associate,Female,60,2,PhD,Engineering,5,130417,4694
Sales Associate,Male,53,2,Masters,Management,5,101133,4700
Software Engineer,Male,32,2,College,Operations,1,71278,4701
Manager,Male,43,1,PhD,Management,4,152625,4702
Data Scientist,Female,58,2,PhD,Engineering,2,108296,4708
Graphic Designer,Male,29,1,Masters,Operations,3,73142,4712
Data Scientist,Female,58,1,PhD,Management,4,121457,4723
Driver,Male,53,1,Masters,Engineering,5,130082,4734
IT,Female,54,2,Masters,Administration,3,96982,4750
Financial Analyst,Female,20,1,College,Management,2,76908,4756
Data Scientist,Female,53,2,PhD,Operations,2,102265,4760
Warehouse Associate,Male,34,1,Masters,Operations,1,45915,4765
Manager,Male,62,4,PhD,Engineering,1,117648,4765
Marketing Associate,Female,60,1,College,Management,4,114906,4766
Warehouse Associate,Male,42,2,PhD,Operations,3,90000,4774
Manager,Male,18,1,Masters,Management,5,115567,4775
Sales Associate,Male,45,2,High School,Engineering,1,67296,4780
Manager,Male,31,2,College,Operations,1,80259,4791
Graphic Designer,Female,47,1,High School,Operations,5,108731,4793
Marketing Associate,Female,55,2,College,Sales,2,69928,4811
Financial Analyst,Female,41,2,PhD,Operations,3,91129,4825
Driver,Male,35,2,High School,Administration,5,92760,4826
Graphic Designer,Female,59,2,College,Engineering,4,115344,4827
Marketing Associate,Female,23,1,High School,Sales,2,47739,4829
Software Engineer,Male,64,2,PhD,Sales,5,157277,4844
Marketing Associate,Female,33,1,High School,Management,5,81249,4845
Sales Associate,Male,49,2,Masters,Operations,2,101140,4851
Data Scientist,Male,44,3,High School,Sales,1,83674,4854
Software Engineer,Male,51,2,Masters,Engineering,3,132323,4872
IT,Female,18,2,Masters,Sales,1,45747,4890
IT,Male,62,3,Masters,Engineering,4,118314,4892
Driver,Male,41,2,Masters,Administration,4,95795,4898
Marketing Associate,Female,56,2,High School,Operations,5,107370,4916
Graphic Designer,Female,57,2,Masters,Sales,5,133741,4925
Manager,Female,28,1,High School,Engineering,4,104329,4962
Manager,Male,47,1,Masters,Engineering,4,155826,4964
Marketing Associate,Female,56,2,High School,Sales,3,81661,4965
Sales Associate,Female,18,1,Masters,Engineering,1,64920,4967
Data Scientist,Female,51,1,PhD,Sales,5,139141,4969
Data Scientist,Male,33,2,High School,Engineering,2,53855,4980
Marketing Associate,Female,25,1,High School,Sales,1,39741,4981
Data Scientist,Male,62,3,High School,Operations,2,101284,4993
Warehouse Associate,Male,19,2,High School,Sales,2,63928,4998
Driver,Female,19,2,College,Sales,2,79291,5000
Software Engineer,Male,45,2,High School,Management,1,81515,5001
Driver,Female,36,1,Masters,Administration,3,88175,5004
IT,Male,33,2,Masters,Sales,1,84878,5009
Sales Associate,Female,24,1,High School,Administration,2,66887,5014
Sales Associate,Female,19,1,College,Management,4,90426,5020
Sales Associate,Female,41,2,College,Sales,1,60983,5022
Financial Analyst,Female,53,3,High School,Management,1,93696,5029
Marketing Associate,Female,32,2,College,Sales,3,73404,5038
Manager,Male,38,2,Masters,Management,3,135106,5066
Sales Associate,Female,57,2,High School,Management,4,117202,5068
Driver,Female,42,1,Masters,Sales,5,120112,5070
Financial Analyst,Male,65,4,Masters,Sales,1,111403,5078
Warehouse Associate,Female,45,1,High School,Administration,5,106963,5084
Driver,Female,55,3,PhD,Operations,2,100433,5090
Graphic Designer,Male,56,2,Masters,Management,4,114048,5097
Financial Analyst,Male,36,3,PhD,Operations,1,93067,5103
Data Scientist,Female,55,3,PhD,Administration,1,108366,5108
Marketing Associate,Female,26,2,College,Operations,1,62866,5114
Manager,Female,45,1,High School,Engineering,5,149893,5120
Sales Associate,Male,64,3,PhD,Sales,2,121589,5133
Warehouse Associate,Female,55,2,PhD,Administration,3,85453,5135
Graphic Designer,Male,23,1,PhD,Management,5,91504,5136
Software Engineer,Male,42,2,College,Management,1,103978,5146
Marketing Associate,Male,33,3,PhD,Administration,2,53220,5153
Software Engineer,Male,36,2,High School,Administration,4,87848,5166
Graphic Designer,Female,50,3,Masters,Administration,1,76103,5173
Driver,Female,47,2,Masters,Operations,2,78002,5175
Sales Associate,Female,44,2,High School,Engineering,3,81866,5183
Warehouse Associate,Female,62,2,PhD,Engineering,2,102106,5195
Sales Associate,Male,60,3,High School,Administration,3,106798,5201
Manager,Male,36,2,Masters,Sales,3,134450,5214
Warehouse Associate,Male,24,1,College,Engineering,3,71371,5220
Warehouse Associate,Male,54,2,Masters,Engineering,4,118322,5224
Software Engineer,Male,31,1,College,Operations,4,106503,5225
Warehouse Associate,Male,37,2,Masters,Administration,1,82343,5232
Sales Associate,Male,22,1,High School,Sales,4,70595,5234
Graphic Designer,Female,20,1,Masters,Operations,4,55569,5236
IT,Female,32,2,High School,Engineering,1,59377,5236
Marketing Associate,Male,42,2,Masters,Management,5,110636,5239
Financial Analyst,Female,63,4,Masters,Operations,1,97797,5239
IT,Male,39,3,High School,Engineering,4,93335,5243
Software Engineer,Male,25,1,High School,Administration,4,81057,5259
Graphic Designer,Male,43,2,PhD,Management,2,82057,5268
Marketing Associate,Female,36,3,Masters,Sales,3,77223,5272
Graphic Designer,Male,44,1,Masters,Engineering,5,107818,5281
Sales Associate,Female,46,2,Masters,Management,2,83095,5284
Data Scientist,Female,27,1,High School,Administration,5,96584,5293
Sales Associate,Male,19,1,PhD,Management,3,75238,5308
Financial Analyst,Female,50,3,PhD,Operations,2,94590,5327
Data Scientist,Female,48,2,College,Administration,3,79765,5329
IT,Female,26,1,PhD,Sales,5,111770,5345
Data Scientist,Female,43,2,PhD,Sales,3,106452,5346
Graphic Designer,Female,34,1,College,Management,4,99942,5352
Data Scientist,Female,55,2,Masters,Sales,5,138365,5359
IT,Female,28,1,PhD,Sales,5,105598,5380
Graphic Designer,Male,22,2,High School,Sales,3,69734,5383
Financial Analyst,Female,33,2,PhD,Administration,1,50758,5386
Manager,Male,37,2,PhD,Operations,1,100819,5390
Software Engineer,Male,47,2,Masters,Operations,4,126239,5396
IT,Female,45,2,PhD,Sales,4,113283,5404
IT,Male,52,2,College,Administration,5,93802,5404
Marketing Associate,Male,49,3,High School,Administration,4,92797,5405
Graphic Designer,Male,50,3,Masters,Management,1,84803,5406
Marketing Associate,Female,65,3,High School,Engineering,3,98575,5410
Graphic Designer,Male,60,4,Masters,Engineering,1,97240,5412
IT,Male,33,2,Masters,Engineering,5,106584,5426
Marketing Associate,Female,62,3,Masters,Engineering,2,77742,5430
Financial Analyst,Female,45,2,Masters,Administration,5,122142,5435
Manager,Male,40,2,College,Administration,2,124891,5436
Financial Analyst,Male,31,3,PhD,Engineering,1,79142,5445
IT,Male,20,2,PhD,Management,1,49622,5452
Marketing Associate,Female,62,3,PhD,Operations,5,123242,5453
Sales Associate,Male,50,2,Masters,Engineering,5,124470,5454
Software Engineer,Male,49,3,Masters,Administration,1,82277,5460
Data Scientist,Male,56,3,Masters,Engineering,3,98165,5470
IT,Male,57,3,High School,Sales,3,109645,5472
Graphic Designer,Female,37,2,Masters,Management,3,104082,5477
Financial Analyst,Male,39,3,Masters,Engineering,4,116875,5479
Financial Analyst,Female,24,1,High School,Management,4,80030,5481
Manager,Male,56,3,Masters,Engineering,4,149771,5495
Warehouse Associate,Female,59,2,College,Management,2,93441,5499
Driver,Male,40,3,High School,Sales,2,88230,5512
Driver,Male,21,1,High School,Sales,2,61018,5513
Marketing Associate,Male,40,2,PhD,Sales,5,116834,5516
Warehouse Associate,Male,33,1,College,Engineering,5,100465,5520
IT,Female,49,4,College,Engineering,1,75811,5520
IT,Female,47,2,PhD,Administration,3,103416,5536
Marketing Associate,Female,31,1,High School,Sales,3,52578,5538
Marketing Associate,Female,30,3,Masters,Administration,1,38451,5562
Graphic Designer,Male,54,3,High School,Management,3,100160,5562
IT,Male,40,3,College,Administration,3,77881,5569
Marketing Associate,Female,55,4,High School,Administration,2,72030,5569
Graphic Designer,Female,45,1,High School,Management,3,75017,5576
Manager,Male,60,3,High School,Management,2,111896,5597
Financial Analyst,Female,23,1,High School,Management,4,78084,5598
Sales Associate,Male,62,3,College,Management,3,129620,5608
Driver,Female,19,1,High School,Operations,4,75919,5613
Marketing Associate,Female,65,3,Masters,Administration,5,106315,5618
Driver,Female,20,1,College,Management,3,66203,5627
Software Engineer,Male,40,2,High School,Management,2,98281,5646
IT,Female,26,2,College,Sales,3,81325,5647
Driver,Female,34,2,High School,Management,3,67210,5662
Marketing Associate,Female,52,3,High School,Sales,3,94763,5668
IT,Female,44,2,PhD,Operations,5,132267,5679
Financial Analyst,Male,38,3,Masters,Administration,1,84628,5680
Warehouse Associate,Female,42,1,PhD,Operations,5,125574,5688
Graphic Designer,Male,22,2,High School,Sales,3,72422,5697
Driver,Male,20,2,High School,Sales,2,68175,5698
Driver,Male,24,2,College,Engineering,3,81301,5713
Financial Analyst,Female,63,3,College,Sales,2,95795,5723
Sales Associate,Male,18,1,Masters,Administration,3,59334,5729
Driver,Male,31,2,High School,Administration,4,62753,5735
Software Engineer,Male,53,4,High School,Operations,1,89225,5751
Financial Analyst,Female,63,3,PhD,Engineering,3,129683,5754
Marketing Associate,Female,38,2,High School,Management,5,71772,5764
Sales Associate,Male,36,2,High School,Management,1,49553,5784
Warehouse Associate,Male,61,3,High School,Management,3,106233,5792
Data Scientist,Male,28,3,Masters,Sales,3,82850,5794
Manager,Male,59,3,College,Engineering,3,133910,5795
Data Scientist,Female,55,3,Masters,Administration,4,123172,5797
Manager,Male,48,2,PhD,Engineering,4,157169,5798
Sales Associate,Female,27,2,College,Operations,2,66377,5803
Marketing Associate,Female,46,3,College,Management,3,86241,5814
Financial Analyst,Male,31,2,PhD,Administration,3,82790,5826
Driver,Male,25,3,College,Engineering,1,43076,5829
Graphic Designer,Male,39,2,Masters,Operations,5,106883,5831
Driver,Male,53,3,PhD,Administration,3,111043,5838
Financial Analyst,Male,24,2,PhD,Engineering,3,71590,5845
Graphic Designer,Female,34,1,PhD,Operations,3,75316,5861
Driver,Female,50,3,College,Operations,2,91160,5863
Warehouse Associate,Male,23,1,High School,Administration,4,92516,5866
Marketing Associate,Female,45,2,High School,Management,2,59006,5876
Manager,Female,32,2,PhD,Management,2,115383,5878
Marketing Associate,Female,58,3,Masters,Operations,5,109931,5878
Driver,Male,63,4,High School,Sales,2,101716,5881
Manager,Male,30,1,PhD,Engineering,4,125164,5888
Warehouse Associate,Male,50,3,Masters,Administration,1,90612,5913
IT,Female,37,3,High School,Sales,2,56656,5914
Graphic Designer,Male,44,3,PhD,Sales,1,66611,5924
Data Scientist,Female,33,2,High School,Operations,4,78910,5927
Software Engineer,Male,36,2,Masters,Administration,2,94745,5930
Manager,Male,37,3,Masters,Management,1,121151,5934
Software Engineer,Male,65,4,High School,Engineering,1,102597,5937
Financial Analyst,Male,20,2,PhD,Engineering,4,105601,5943
Software Engineer,Male,63,3,PhD,Engineering,2,134757,5944
Sales Associate,Male,51,3,PhD,Operations,4,110746,5947
Warehouse Associate,Female,22,2,Masters,Sales,2,68300,5953
Manager,Male,57,3,PhD,Operations,5,150914,5982
Driver,Male,42,3,PhD,Operations,4,111726,5989
Driver,Male,53,3,PhD,Sales,2,100941,5992
Marketing Associate,Female,64,4,College,Sales,5,100316,6010
IT,Female,42,3,High School,Engineering,2,70157,6016
Manager,Male,42,3,College,Sales,4,125339,6019
Warehouse Associate,Male,38,3,High School,Administration,2,82244,6020
Data Scientist,Male,31,3,College,Operations,1,75227,6027
IT,Female,62,3,College,Sales,4,126370,6032
Driver,Male,57,4,College,Sales,4,135781,6042
Marketing Associate,Female,50,3,Masters,Sales,5,93805,6044
Software Engineer,Male,30,2,Masters,Engineering,5,113122,6060
Marketing Associate,Female,20,2,College,Administration,2,38613,6079
IT,Female,56,3,Masters,Management,2,101791,6083
Graphic Designer,Female,18,2,College,Administration,1,41603,6092
Manager,Male,55,2,College,Management,5,152710,6107
Graphic Designer,Male,20,2,Masters,Engineering,5,99543,6111
Sales Associate,Female,47,3,College,Engineering,2,84935,6122
Manager,Male,53,4,College,Sales,2,121506,6122
Manager,Male,59,4,College,Engineering,2,127013,6124
Driver,Male,63,3,PhD,Management,4,128520,6151
Warehouse Associate,Male,64,4,High School,Operations,3,116774,6160
Financial Analyst,Female,36,3,College,Engineering,2,65750,6177
Manager,Male,28,3,College,Sales,2,105795,6179
Data Scientist,Female,46,3,College,Administration,3,107476,6182
Warehouse Associate,Male,46,3,High School,Operations,4,87134,6184
Data Scientist,Female,57,3,Masters,Operations,3,113274,6186
Manager,Male,22,2,Masters,Operations,4,90736,6219
Data Scientist,Female,33,3,College,Sales,1,73798,6224
Software Engineer,Male,35,2,Masters,Management,3,110886,6228
Graphic Designer,Male,29,3,PhD,Operations,2,70311,6235
Manager,Female,62,4,Masters,Administration,3,146008,6235
Financial Analyst,Male,40,3,PhD,Sales,3,88725,6243
Software Engineer,Male,30,2,College,Administration,4,83264,6251
Financial Analyst,Male,27,2,PhD,Administration,4,99134,6255
IT,Male,34,3,College,Sales,4,91066,6257
Driver,Female,52,4,High School,Operations,1,78751,6258
Driver,Male,24,2,College,Management,3,51906,6274
Warehouse Associate,Male,49,3,PhD,Operations,4,94927,6274
Sales Associate,Male,51,3,High School,Management,2,98499,6274
Manager,Male,22,1,College,Management,2,103156,6277
Warehouse Associate,Female,22,1,PhD,Operations,5,114733,6290
Manager,Male,32,3,High School,Operations,4,117629,6291
Driver,Female,50,3,High School,Engineering,2,86122,6295
Sales Associate,Female,34,1,High School,Management,5,102745,6303
Manager,Male,57,4,Masters,Administration,4,143189,6321
Warehouse Associate,Male,25,2,Masters,Engineering,1,58130,6327
Sales Associate,Male,33,3,Masters,Operations,5,100463,6332
Graphic Designer,Male,49,3,Masters,Operations,5,126100,6336
IT,Female,48,3,High School,Management,1,61081,6337
Manager,Female,45,2,High School,Management,5,144146,6340
Software Engineer,Male,26,3,High School,Sales,2,61527,6345
Sales Associate,Male,29,3,Masters,Management,2,61164,6346
Data Scientist,Male,59,4,Masters,Sales,1,96582,6350
Sales Associate,Female,35,2,College,Management,4,87131,6356
Manager,Male,20,2,Masters,Operations,3,100183,6363
Sales Associate,Female,47,3,College,Administration,4,105410,6363
Driver,Male,32,3,Masters,Engineering,2,69367,6378
Manager,Female,25,1,Masters,Management,5,119033,6381
Data Scientist,Female,33,3,High School,Administration,3,71946,6386
Graphic Designer,Male,61,4,Masters,Engineering,2,105632,6394
Driver,Female,18,2,Masters,Sales,4,71824,6397
Data Scientist,Female,41,2,PhD,Engineering,2,98366,6398
Driver,Female,62,4,PhD,Engineering,1,88781,6413
Manager,Male,63,5,Masters,Operations,1,130093,6416
Financial Analyst,Male,58,4,Masters,Operations,3,104744,6425
Sales Associate,Female,33,2,College,Engineering,4,87418,6430
Financial Analyst,Female,43,3,College,Sales,5,116069,6432
Software Engineer,Male,60,3,PhD,Management,5,145632,6439
Sales Associate,Male,20,3,College,Operations,1,37898,6448
Data Scientist,Male,30,2,College,Operations,3,72497,6452
Financial Analyst,Male,56,4,High School,Engineering,3,100769,6453
Data Scientist,Male,19,2,PhD,Management,5,80171,6454
IT,Male,36,3,Masters,Engineering,2,65225,6462
